product_id,product_name,product_name_hindi,primary_category,secondary_category,tertiary_category,product_type,price_range,target_demographic,seasonal_relevance,primary_keywords,related_categories,purchase_frequency
9936095A,LuvLap Sunshine Baby Stroller (Blue),लवलैप सनशाइन बेबी स्ट्रॉलर (नीला),Toys & Baby Products,Baby Gear & Safety,Travel Gear,Travel Gear,Mid-range,0-3 Years Infants,Year-round,"travel gear, baby gear & safety, mid-range, 0-3, toys & baby products, luvlap","Nursery, Baby Care",Occasionally
CE2C89C0,"Philips Avent Natural Feeding Bottle (260ml, Pack of 2)","फिलिप्स एवेंट नेचुरल फीडिंग बॉटल (260 मिली, 2 का पैक)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Bottles & Sterilizers,Mid-range,0-3 Years Infants,Year-round,"feeding & nursing, philips, mid-range, 0-3, toys & baby products, bottles & sterilizers","Utensils, Baby Gear & Safety",Occasionally
5C38AB24,"Levi's Men's 511 Slim Fit Jeans (Pink, S)","Levi's Men's 511 Slim Fit Jeans (Pink, S) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Premium,18-35 Male,Summer,"western, s, levi's, men's wear, clothing & apparel, pink, premium, 18-35","Ethnic, Accessories",Occasionally
5F469E24,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Maroon, XL)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Maroon, XL) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Mid-range,25-50 Male,Festival,"men's wear, mid-range, clothing & apparel, maroon, fabindia, ethnic, 25-50, xl","Western, Accessories",Occasionally
B96FE47B,"JK Copier Paper A4 Size (500 Sheets, 75 GSM)","जेके कॉपियर पेपर A4 साइज (500 शीट्स, 75 GSM)",Books & Stationery,Office Supplies,Essentials,Essentials,Mid-range,All Ages,Year-round,"office supplies, essentials, mid-range, jk, books & stationery, all ages","Stationery, Educational",Monthly
7500E6E8,"Levi's Men's 511 Slim Fit Jeans (Black, M)","Levi's Men's 511 Slim Fit Jeans (Black, M) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Premium,18-35 Male,Year-round,"western, m, levi's, black, men's wear, clothing & apparel, premium, 18-35","Ethnic, Accessories",Occasionally
9D082782,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Premium,All Ages,Year-round,"furnishings, asian, premium, home decor, home & kitchen, all ages","Lighting & Decor, Storage & Organization",Occasionally
88BBDA84,Himalaya Purifying Neem Face Wash (50ml),Himalaya Purifying Neem Face Wash (50ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Premium,15-40 All Genders,Year-round,"face wash, 50ml, premium, himalaya, skincare, 15-40, personal care","Moisturizers, Haircare",Monthly
1780357D,Aashirvaad Select Sharbati Atta (2kg),Aashirvaad Select Sharbati Atta (2kg) (Hindi),Food & Grocery,Staples,Grains & Flour,Grains & Flour,Premium,All Ages,Year-round,"staples, grains & flour, aashirvaad, 2kg, food & grocery, all ages, premium","Oils & Ghee, Spices & Masalas",Weekly
E8D8C12B,HP DeskJet 2331 All-in-One Inkjet Colour Printer,एचपी डेस्कजेट 2331 ऑल-इन-वन इंकजेट कलर प्रिंटर,Books & Stationery,Office Supplies,Essentials,Essentials,Mid-range,25-50 All Genders,Year-round,"office supplies, hp, essentials, mid-range, 25-50, books & stationery","Stationery, Educational",Occasionally
41AB2DCF,"Levi's Men's 511 Slim Fit Jeans (Pink, M)","Levi's Men's 511 Slim Fit Jeans (Pink, M) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Budget,18-35 Male,Summer,"western, m, levi's, men's wear, clothing & apparel, pink, budget, 18-35","Ethnic, Kid's Wear",Occasionally
3748B730,boAt Airdopes 141 True Wireless Earbuds (Black),बोट एयरडोप्स 141 ट्रू वायरलेस ईयरबड्स (बोल्ड ब्लैक),Electronics,Mobiles & Accessories,Accessories,Accessories,Mid-range,15-40 All Genders,Year-round,"accessories, black, mid-range, boat, 15-40, mobiles & accessories, electronics","Smartphones, Audio & Video",Occasionally
C92D2900,"Levi's Men's 511 Slim Fit Jeans (Teal, XL)","Levi's Men's 511 Slim Fit Jeans (Teal, XL) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Mid-range,18-35 Male,Year-round,"western, levi's, mid-range, men's wear, clothing & apparel, teal, 18-35, xl","Ethnic, Accessories",Occasionally
CF7D94EB,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Pink, S)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Pink, S) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Budget,25-50 Male,Festival,"men's wear, s, clothing & apparel, pink, budget, fabindia, ethnic, 25-50","Western, Accessories",Occasionally
F9F1B6F7,Dove Intense Repair Shampoo (500ml),Dove Intense Repair Shampoo (500ml) (Hindi),Personal Care,Haircare,Shampoo,Shampoo,Mid-range,15-40 All Genders,Year-round,"shampoo, 500ml, mid-range, haircare, dove, 15-40, personal care","Conditioner & Oil, Bath & Body",Monthly
B9962B08,L'Oreal Paris Total Repair 5 Conditioner (192.5ml),लॉरियल पेरिस टोटल रिपेयर 5 कंडीशनर (192.5 मिली),Personal Care,Haircare,Conditioner & Oil,Conditioner & Oil,Premium,18-35 Female,Year-round,"conditioner & oil, l'oreal, haircare, premium, 18-35, personal care","Shampoo, Bath & Body",Monthly
E5DA28BB,Maggi 2-Minute Instant Noodles Masala (Pack of 12),"मैगी 2-मिनट इंस्टेंट नूडल्स मसाला (70 ग्राम, 12 का पैक)",Food & Grocery,Packaged Foods,Noodles & Pasta,Noodles & Pasta,Mid-range,All Ages,Year-round,"noodles & pasta, mid-range, pack of 12, maggi, packaged foods, food & grocery, all ages","Biscuits & Cookies, Ready To Eat",Weekly
7A1E0063,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Black, S)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Black, S) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Budget,25-50 Male,Festival,"men's wear, s, clothing & apparel, black, budget, fabindia, ethnic, 25-50","Western, Kid's Wear",Occasionally
DBB85BAA,"Philips Daily Collection Mixer Grinder (750W, 3 Jars, White/Purple)","फिलिप्स डेली कलेक्शन मिक्सर ग्राइंडर (750W, 3 जार, सफेद/बैंगनी)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinders,Budget,All Ages,Year-round,"mixer grinders, philips, home & kitchen, budget, kitchen appliances, all ages","Other, Cookware",Occasionally
387A5614,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Green, XXL)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Green, XXL) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Premium,25-50 Male,Festival,"men's wear, clothing & apparel, green, premium, fabindia, ethnic, 25-50, xxl","Western, Accessories",Occasionally
198D0212,"Wipro Garnet 12W LED Batten (Cool Day Light, Pack of 2)","विप्रो गार्नेट 12W एलईडी बैटन (कूल डे लाइट, 2 का पैक)",Electronics,Audio & Video,Lighting,Lighting,Budget,All Ages,Year-round,"lighting, wipro, budget, audio & video, electronics, all ages","Speakers, Mobiles & Accessories",Occasionally
166C750C,Prestige Svachh Nakshatra Aluminium Pressure Cooker (2 Litre),Prestige Svachh Nakshatra Aluminium Pressure Cooker (2 Litre) (Hindi),Home & Kitchen,Cookware,Pots & Pans,Pots & Pans,Premium,All Ages,Year-round,"cookware, 2 litre, prestige, pots & pans, home & kitchen, premium, all ages","Utensils, Kitchen Appliances",Occasionally
E7289E17,Aashirvaad Select Sharbati Atta (5kg Pack),आशीर्वाद सेलेक्ट शरबती आटा (5 किलो पैक),Food & Grocery,Staples,Grains & Flour,Grains & Flour,Mid-range,All Ages,Year-round,"staples, grains & flour, mid-range, aashirvaad, 5kg pack, food & grocery, all ages","Oils & Ghee, Spices & Masalas",Weekly
9103C1A0,"HP 15s Laptop (Ryzen 5, 6GB RAM, 512GB Storage, Silver)","HP 15s Laptop (Ryzen 5, 6GB RAM, 512GB Storage, Silver) (Hindi)",Electronics,Computers & Laptops,Laptops,Laptops,Mid-range,25-50 All Genders,Year-round,"computers & laptops, 512gb storage, mid-range, hp, 25-50, laptops, 6gb ram, silver","Peripherals, Mobiles & Accessories",Occasionally
F9A359F6,"Classmate Pulse Spiral Notebook (Unruled, 180 Pages, Pack of 6)","क्लासमेट पल्स स्पाइरल नोटबुक (अनरूल्ड, 180 पेज, 6 का पैक)",Books & Stationery,Stationery,Writing,Writing,Premium,8-15 Years Teens,Back-to-School,"stationery, writing, classmate, premium, 8-15, books & stationery","Art Supplies, Educational",Monthly
1729D2B1,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Budget,All Ages,Monsoon,"furnishings, asian, budget, home decor, home & kitchen, all ages","Lighting & Decor, Furniture",Occasionally
99591380,Mamaearth Ubtan Face Wash with Turmeric & Saffron (400ml),Mamaearth Ubtan Face Wash with Turmeric & Saffron (400ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Mid-range,15-40 All Genders,Year-round,"face wash, mamaearth, 400ml, skincare, mid-range, 15-40, personal care","Moisturizers, Bath & Body",Monthly
073625A5,Himalaya Purifying Neem Face Wash (200ml),Himalaya Purifying Neem Face Wash (200ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Mid-range,15-40 All Genders,Year-round,"face wash, 200ml, mid-range, himalaya, skincare, 15-40, personal care","Moisturizers, Makeup & Cosmetics",Monthly
D05C8F73,"Samsung Galaxy M34 5G (Prism Silver, 8GB RAM, 512GB Storage)","Samsung Galaxy M34 5G (Prism Silver, 8GB RAM, 512GB Storage) (Hindi)",Electronics,Mobiles & Accessories,Smartphones,Smartphones,Mid-range,18-35 Female,Year-round,"smartphones, samsung, mid-range, 512gb storage, 18-35, mobiles & accessories, electronics, 8gb ram, silver","Accessories, Computers & Laptops",Occasionally
40C851B4,boAt Airdopes 141 True Wireless Earbuds (Pink),boAt Airdopes 141 True Wireless Earbuds (Pink) (Hindi),Electronics,Mobiles & Accessories,Accessories,Accessories,Budget,18-35 Female,Year-round,"accessories, pink, budget, boat, 18-35, mobiles & accessories, electronics","Smartphones, Audio & Video",Occasionally
6102456A,Strauss Adjustable Hand Grip Strengthener,स्ट्रॉस एडजस्टेबल हैंड ग्रिप स्ट्रेंथनर,Sports & Fitness,Equipment,Fitness Gear,Fitness Gear,Mid-range,18-35 Male,Year-round,"fitness gear, strauss, equipment, mid-range, 18-35, sports & fitness","Sports Gear, Apparel",Occasionally
8885D92A,Amrutanjan Pain Balm Extra Power (50ml),अमृतांजन पेन बाम एक्स्ट्रा पावर (50 मिली),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Mid-range,50+ Seniors,Year-round,"supplements & ayurvedic, amrutanjan, wellness, mid-range, personal care, 50+, 50ml","Feminine Hygiene, Bath & Body",Occasionally
730A9B3B,"Levi's Men's 511 Slim Fit Jeans (Yellow, XL)","Levi's Men's 511 Slim Fit Jeans (Yellow, XL) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Budget,18-35 Male,Summer,"western, yellow, levi's, men's wear, clothing & apparel, budget, 18-35, xl","Ethnic, Accessories",Occasionally
3CF92294,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Budget,All Ages,Year-round,"furnishings, asian, budget, home decor, home & kitchen, all ages","Lighting & Decor, Storage & Organization",Occasionally
57F600B7,"Fast&Up Charge Vitamin C & Zinc Effervescent Tablets (Orange, 60 Tablets)","फास्ट&अप चार्ज विटामिन सी और जिंक एफ़र्जेसेंट टैबलेट्स (ऑरेंज, 60 टैबलेट)",Sports & Fitness,Supplements,Vitamins,Vitamins,Mid-range,25-50 All Genders,Year-round,"vitamins, mid-range, fast&up, 25-50, supplements, sports & fitness","Protein, Equipment",Monthly
516F5A43,"Philips Avent Natural Feeding Bottle (260ml, Pack of 2)","फिलिप्स एवेंट नेचुरल फीडिंग बॉटल (260 मिली, 2 का पैक)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Bottles & Sterilizers,Budget,0-3 Years Infants,Year-round,"feeding & nursing, philips, 0-3, toys & baby products, budget, bottles & sterilizers","Utensils, Baby Gear & Safety",Occasionally
925B491C,"Levi's Men's 511 Slim Fit Jeans (White, M)","Levi's Men's 511 Slim Fit Jeans (White, M) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Premium,18-35 Male,Summer,"western, m, white, levi's, men's wear, clothing & apparel, premium, 18-35","Ethnic, Women's Wear",Occasionally
C98A1B2D,Wipro Smart LED Bulb 9W (Tunable White + RGB),विप्रो स्मार्ट एलईडी बल्ब 9W (ट्यूनेबल व्हाइट + RGB),Electronics,Audio & Video,Lighting,Smart Bulb,Mid-range,All Ages,Year-round,"smart bulb, led, wipro, 9w, rgb, tunable white, electronics","Home Appliances, Mobiles & Accessories",Occasionally
E7F6A5B4,Sony WH-1000XM5 Wireless Noise Cancelling Headphones (Black),सोनी WH-1000XM5 वायरलेस नॉइज़ कैंसलिंग हेडफ़ोन (काला),Electronics,Audio & Video,Headphones,Over-Ear Headphones,Premium,18-50 All Genders,Year-round,"sony headphones, noise cancelling, wh-1000xm5, wireless, premium, black, audio","Mobiles & Accessories, Computers & Laptops",Occasionally
1A2B3C4E,"Peter England Men's Formal Shirt (Solid Blue, Size L)","पीटर इंग्लैंड पुरुषों की फॉर्मल शर्ट (सॉलिड ब्लू, साइज L)",Clothing & Apparel,Men's Wear,Formal,Shirt,Mid-range,25-50 Male,Year-round,"formal shirt, peter england, men's wear, blue, size l, mid-range, office wear","Accessories, Trousers",Occasionally
F5E4D3C2,"Aurelia Women's Printed Kurta (Pink, Size M)","ऑरेलिया महिलाओं का प्रिंटेड कुर्ता (गुलाबी, साइज M)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Mid-range,18-40 Female,Festival,"kurta, aurelia, women's wear, ethnic, pink, printed, size m","Leggings, Dupattas",Occasionally
B1A9C8D7,Tata Sampann Turmeric Powder (Haldi) (500g Pouch),टाटा सम्पन्न हल्दी पाउडर (500 ग्राम पाउच),Food & Grocery,Staples,Spices & Masalas,Powdered Spices,Budget,All Ages,Year-round,"turmeric powder, haldi, tata sampann, 500g, spices, staples, budget","Whole Spices, Cooking Pastes",Monthly
6E5F4A3B,Britannia Good Day Cashew Cookies (200g Pack),ब्रिटानिया गुड डे काजू कुकीज़ (200 ग्राम पैक),Food & Grocery,Packaged Foods,Biscuits & Cookies,Cookies,Budget,All Ages,Year-round,"britannia, good day, cashew cookies, 200g, biscuits, snacks, budget","Namkeen, Beverages",Weekly
9D8C7B6A,"Wonderchef Nutri-Blend Compact Mixer Grinder (400W, 2 Jars, Black)","वंडरशेफ न्यूट्री-ब्लेंड कॉम्पैक्ट मिक्सर ग्राइंडर (400W, 2 जार, काला)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Compact Mixer,Mid-range,25-55 All Genders,Year-round,"mixer grinder, wonderchef, nutri-blend, compact, 400w, kitchen appliance, black","Juicers, Cookware",Occasionally
4A3B2C1D,"Wakefit Orthopedic Memory Foam Mattress (Queen Size, 6 inch)","वेकफिट ऑर्थोपेडिक मेमोरी फोम मैट्रेस (क्वीन साइज, 6 इंच)",Home & Kitchen,Furniture,Bedroom Furniture,Mattress,Premium,All Ages,Year-round,"mattress, wakefit, orthopedic, memory foam, queen size, 6 inch, premium","Beds, Pillows",Occasionally
F0E9D8C7,Nivea Men Fresh Active Deodorant Roll-On (50ml),निविया मेन फ्रेश एक्टिव डियोड्रेंट रोल-ऑन (50 मिली),Personal Care,Bath & Body,Deodorants & Antiperspirants,Roll-On,Budget,18-45 Male,Year-round,"deodorant, nivea men, roll-on, fresh active, bath body, budget, 50ml","Soaps, Shower Gels",Monthly
B6A5F4E3,Biotique Bio Morning Nectar Flawless Skin Lotion (120ml),बायोटीक बायो मॉर्निंग नेक्टर फ्लॉलेस स्किन लोशन (120 मिली),Personal Care,Skincare,Moisturizers,Body Lotion,Mid-range,16-50 Female,Year-round,"biotique, body lotion, moisturizer, morning nectar, skincare, mid-range, 120ml","Face Wash, Sunscreen",Monthly
2C1D9B8A,The Alchemist by Paulo Coelho,पाउलो कोएल्हो द्वारा द अल्केमिस्ट,Books & Stationery,Fiction & Non-Fiction,International Bestsellers,Novel,Budget,16+ All Genders,Year-round,"the alchemist, paulo coelho, novel, fiction, bestseller, budget, inspirational","Self-Help, Philosophy",Occasionally
7A6B5C4D,"Camel Artist Water Colour Tubes (12 Shades, 5ml each)","कैमल आर्टिस्ट वॉटर कलर ट्यूब (12 शेड्स, 5 मिली प्रत्येक)",Books & Stationery,Stationery,Art Supplies,Paints,Budget,6+ All Genders,Back-to-School,"water colours, camel, artist, paints, art supplies, 12 shades, budget","Brushes, Drawing Books",Occasionally
E3D2C1B9,"Yonex Mavis 350 Nylon Shuttlecock (Pack of 6, Yellow)","योनेक्स माविस 350 नायलॉन शटलकॉक (6 का पैक, पीला)",Sports & Fitness,Equipment,Badminton,Shuttlecocks,Mid-range,10+ All Genders,Year-round,"shuttlecock, yonex, mavis 350, nylon, badminton, sports equipment, yellow","Badminton Rackets, Grips",Monthly
A8B7C6D5,"MuscleBlaze Whey Gold Protein (1kg, Rich Milk Chocolate)","मसलब्लेज़ व्हे गोल्ड प्रोटीन (1 किलो, रिच मिल्क चॉकलेट)",Sports & Fitness,Supplements,Protein,Whey Protein Isolate,Premium,18-40 All Genders,Year-round,"whey protein, muscleblaze, whey gold, isolate, protein supplement, rich milk chocolate, 1kg","BCAA, Creatine",Monthly
F4E3A2B1,Hot Wheels Basic Car Assortment (Styles May Vary),हॉट व्हील्स बेसिक कार असॉर्टमेंट (स्टाइल भिन्न हो सकते हैं),Toys & Baby Products,Toys,Action & Play,Vehicles,Budget,3+ Years Kids,Year-round,"hot wheels, toy car, diecast, vehicles, boys toys, budget, collectible","Action Figures, Playsets",Occasionally
9C8D7E6F,Himalaya Baby Powder (400g),हिमालय बेबी पाउडर (400 ग्राम),Toys & Baby Products,Baby Care,Bath & Skin,Powder,Budget,0-3 Years Infants,Year-round,"baby powder, himalaya, baby care, bath skin, 400g, budget, gentle","Baby Lotion, Baby Soap",Monthly
5A4B3C2D,"Redmi 12 5G (Jade Black, 6GB RAM, 128GB Storage)","रेडमी 12 5G (जेड ब्लैक, 6GB रैम, 128GB स्टोरेज)",Electronics,Mobiles & Accessories,Smartphones,Smartphone,Mid-range,16-45 All Genders,Year-round,"redmi 12 5g, smartphone, xiaomi, 128gb, 6gb ram, mid-range, jade black","Mobile Cases, Screen Protectors",Occasionally
E1F9A8B7,"IFB 30 L Convection Microwave Oven (30BRC2, Black)","आईएफबी 30 लीटर कन्वेक्शन माइक्रोवेव ओवन (30BRC2, काला)",Electronics,Home Appliances,Small Appliances,Microwave Oven,Premium,25-60 All Genders,Year-round,"microwave oven, ifb, convection, 30 litre, small appliance, kitchen, premium","OTG, Induction Cooktop",Occasionally
C6D5E4F3,"Allen Solly Men's Polo T-Shirt (Red, Size M)","एलन सोली पुरुषों की पोलो टी-शर्ट (लाल, साइज M)",Clothing & Apparel,Men's Wear,Casual,T-Shirt,Mid-range,18-40 Male,Year-round,"polo t-shirt, allen solly, men's wear, red, size m, casual, mid-range","Jeans, Casual Shoes",Occasionally
B2A1C9D8,"W for Woman Printed Flared Kurta (Blue, Size L)","डब्ल्यू फॉर वुमन प्रिंटेड फ्लेयर्ड कुर्ता (नीला, साइज L)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Premium,25-50 Female,Festival,"w for woman, flared kurta, ethnic wear, blue, size l, premium, printed","Palazzos, Earrings",Occasionally
7E6F5A4B,Quaker Oats Porridge (1kg Jar),क्वेकर ओट्स पोरिज (1 किलो जार),Food & Grocery,Packaged Foods,Breakfast Cereals,Oats,Mid-range,All Ages,Year-round,"quaker oats, porridge, breakfast cereal, 1kg, healthy breakfast, mid-range, packaged food","Muesli, Corn Flakes",Monthly
D3C2B1A9,Parle Hide & Seek Chocolate Chip Cookies (120g),पारले हाइड एंड सीक चॉकलेट चिप कुकीज़ (120 ग्राम),Food & Grocery,Packaged Foods,Biscuits & Cookies,Cookies,Budget,All Ages,Year-round,"parle, hide & seek, chocolate chip cookies, 120g, budget, snacks, biscuits","Wafers, Cream Biscuits",Weekly
A8B7C6D5,"Borosil Glass Lunch Box Set (3 Containers, 320ml each, Blue Bag)","बोरोसिल ग्लास लंच बॉक्स सेट (3 कंटेनर, 320 मिली प्रत्येक, नीला बैग)",Home & Kitchen,Storage & Organization,Lunch Boxes,Glass Lunch Box,Mid-range,All Ages,Year-round,"lunch box, borosil, glass container, office lunch, school lunch, mid-range, 3 containers","Water Bottles, Plastic Containers",Occasionally
F4E3A2B1,Nilkamal Freedom Mini Small (FMS) Plastic Cabinet (Weather Brown),निलकमल फ्रीडम मिनी स्मॉल (FMS) प्लास्टिक कैबिनेट (वेदर ब्राउन),Home & Kitchen,Furniture,Storage Furniture,Cabinet,Budget,All Ages,Year-round,"plastic cabinet, nilkamal, storage furniture, fms, weather brown, budget, home organization","Shoe Racks, Bookshelves",Occasionally
9C8D7E6F,Garnier Men Acno Fight Face Wash (100g),गार्नियर मेन एक्नो फाइट फेस वॉश (100 ग्राम),Personal Care,Skincare,Face Wash,Men's Face Wash,Budget,15-35 Male,Year-round,"garnier men, face wash, acno fight, skincare, men's grooming, budget, 100g","Moisturizer, Shaving Cream",Monthly
5A4B3C2D,Ponds Super Light Gel Moisturizer (100ml),पॉन्ड्स सुपर लाइट जेल मॉइस्चराइज़र (100 मिली),Personal Care,Skincare,Moisturizers,Face Moisturizer,Budget,16-40 All Genders,Summer,"ponds, moisturizer, super light gel, skincare, face cream, budget, summer care","Face Wash, Sunscreen",Monthly
E1F9A8B7,Atomic Habits by James Clear,जेम्स क्लियर द्वारा एटॉमिक हैबिट्स,Books & Stationery,Fiction & Non-Fiction,Self-Help,Self-Improvement Book,Mid-range,18+ All Genders,Year-round,"atomic habits, james clear, self-help, habits, personal development, mid-range, non-fiction","Productivity Books, Psychology Books",Occasionally
C6D5E4F3,Faber-Castell Connector Pen Set (Pack of 25),फैबर-कास्टेल कनेक्टर पेन सेट (25 का पैक),Books & Stationery,Stationery,Writing,Colour Pens,Mid-range,5+ Years Kids,Back-to-School,"faber castell, connector pens, colour pens, stationery, kids art, mid-range, 25 pack","Crayons, Sketch Pens",Occasionally
B2A1C9D8,Cosco Light 75 Badminton Racket,कॉस्को लाइट 75 बैडमिंटन रैकेट,Sports & Fitness,Equipment,Badminton,Rackets,Budget,10+ All Genders,Year-round,"badminton racket, cosco, light 75, beginner racket, sports equipment, budget, lightweight","Shuttlecocks, Badminton Kit",Occasionally
7E6F5A4B,"Dymatize Elite 100% Whey Protein (5 lbs, Gourmet Vanilla)","डायमेटाइज एलीट 100% व्हे प्रोटीन (5 एलबीएस, गॉरमेट वनीला)",Sports & Fitness,Supplements,Protein,Whey Protein Blend,Premium,18-45 All Genders,Year-round,"whey protein, dymatize, elite whey, protein powder, gourmet vanilla, 5 lbs, premium","Shaker Bottle, Pre-Workout",Monthly
D3C2B1A9,Fisher-Price Rock-a-Stack Toy,फिशर-प्राइस रॉक-ए-स्टैक टॉय,Toys & Baby Products,Toys,Infant & Preschool,Stacking Toy,Mid-range,6-36 Months Infants,Year-round,"fisher price, rock a stack, infant toy, stacking rings, developmental toy, mid-range, preschool","Shape Sorters, Rattles",Occasionally
A8B7C6D5,"Johnson's Baby Soap (100g, Pack of 4)","जॉनसन बेबी सोप (100 ग्राम, 4 का पैक)",Toys & Baby Products,Baby Care,Bath & Skin,Soap,Budget,0-5 Years Infants/Kids,Year-round,"johnsons baby, baby soap, bath time, baby care, budget, pack of 4, gentle soap","Baby Shampoo, Baby Oil",Monthly
F4E3A2B1,"OnePlus Nord CE 4 (Celadon Marble, 8GB RAM, 256GB Storage)","वनप्लस नॉर्ड CE 4 (सेलेडॉन मार्बल, 8GB रैम, 256GB स्टोरेज)",Electronics,Mobiles & Accessories,Smartphones,Smartphone,Mid-range,18-40 All Genders,Year-round,"oneplus nord ce 4, smartphone, oneplus, 256gb, 8gb ram, mid-range, celadon marble","Earphones, Power Bank",Occasionally
9C8D7E6F,"Bajaj Rex 500W Mixer Grinder (3 Jars, White)","बजाज रेक्स 500W मिक्सर ग्राइंडर (3 जार, सफेद)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinder,Budget,All Ages,Year-round,"mixer grinder, bajaj, rex 500w, kitchen appliance, budget, 3 jars, white","Hand Blender, Electric Kettle",Occasionally
5A4B3C2D,"Biba Women's Anarkali Kurta Set (Red, Size M)","बीबा महिलाओं का अनारकली कुर्ता सेट (लाल, साइज M)",Clothing & Apparel,Women's Wear,Ethnic,Kurta Set,Premium,25-50 Female,Festival,"biba, anarkali kurta set, ethnic wear, red, size m, premium, festive wear","Jewellery, Sandals",Occasionally
E1F9A8B7,"Van Heusen Men's Slim Fit Formal Trousers (Grey, Size 32)","वैन ह्यूसेन पुरुषों की स्लिम फिट फॉर्मल ट्राउजर (ग्रे, साइज 32)",Clothing & Apparel,Men's Wear,Formal,Trousers,Mid-range,25-50 Male,Year-round,"formal trousers, van heusen, slim fit, men's wear, grey, size 32, office wear","Formal Shirts, Belts",Occasionally
C6D5E4F3,Kellogg's Chocos Moons & Stars (375g Box),केलाग्स चोकोस मून्स एंड स्टार्स (375 ग्राम बॉक्स),Food & Grocery,Packaged Foods,Breakfast Cereals,Kids Cereal,Mid-range,3-12 Years Kids,Year-round,"kelloggs chocos, breakfast cereal, kids breakfast, chocolate flavour, 375g, mid-range, moons stars","Corn Flakes, Muesli",Monthly
B2A1C9D8,Sunfeast Dark Fantasy Choco Fills (75g Pack),सनफीस्ट डार्क फैंटेसी चोको फिल्स (75 ग्राम पैक),Food & Grocery,Packaged Foods,Biscuits & Cookies,Cream Biscuits,Budget,All Ages,Year-round,"sunfeast, dark fantasy, choco fills, chocolate biscuit, cream biscuit, 75g, budget","Cookies, Wafers",Weekly
7E6F5A4B,"Milton Thermosteel Flip Lid Flask (1000ml, Silver)","मिल्टन थर्मोस्टील फ्लिप लिड फ्लास्क (1000 मिली, सिल्वर)",Home & Kitchen,Kitchen Appliances,Flasks & Thermos,Thermos Flask,Mid-range,All Ages,Year-round,"thermos flask, milton, thermosteel, 1 litre, hot cold flask, mid-range, silver","Water Bottles, Travel Mugs",Occasionally
D3C2B1A9,Cello Novelty Big Fairy Cupboard,सेलो नॉवेल्टी बिग फेयरी कपबोर्ड,Home & Kitchen,Furniture,Storage Furniture,Plastic Cupboard,Mid-range,All Ages,Year-round,"plastic cupboard, cello, novelty big, storage furniture, kids cupboard, mid-range, fairy design","Kids Table, Storage Bins",Occasionally
A8B7C6D5,Mamaearth Mineral Based Sunscreen for Babies (50ml),मामाअर्थ मिनरल बेस्ड सनस्क्रीन शिशुओं के लिए (50 मिली),Toys & Baby Products,Baby Care,Bath & Skin,Sunscreen,Premium,0-5 Years Infants/Kids,Summer,"baby sunscreen, mamaearth, mineral sunscreen, baby care, spf 20, premium, sensitive skin","Baby Lotion, Mosquito Repellent",Occasionally
F4E3A2B1,Cetaphil Gentle Skin Cleanser (250ml),सेटाफिल जेंटल स्किन क्लीन्ज़र (250 मिली),Personal Care,Skincare,Face Wash,Gentle Cleanser,Mid-range,All Ages,Year-round,"cetaphil, gentle cleanser, face wash, skincare, sensitive skin, mid-range, 250ml","Moisturizer, Sunscreen",Monthly
